,Reviewer Name,Rating,review name,Date,Verified Purchase,Review Text,Helpful Count
,Theresa N Riley,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 28, 2022",,"I have been looking for another air inflator to take along with me when I go riding or side by siding, so I looked in to getting this one. The functionality of this air compressor is amazing! The size, speed of inflating tires, and heat level is great. I have no complaints! I love the compact size so you can literally carry it in your backpack, the luggage dept on motorcycles, or in the trunk of your vehicles. The design is very sleek and all the components are very nice as well. Using this in rainy weather has not deterred it either, it is very durable in all types of weather.",
,Ed Magdalena,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on August 28, 2019",,It's fantastic for quickly inflating sports balls before games.,
,Jonathan,5.0 out of 5 stars,,,,It performs flawlessly on all my yard and utility tires.,
,Jill,5.0 out of 5 stars,,,,It's the perfect size to slip into my motorcycle tail bag.,
,Jacob,5.0 out of 5 stars,"5.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on February 20, 2023",,"This portable tire air pump is very durable and reliable. It pumps air in your tire fast with little battery drainage. The only downside is that it takes awhile to charge back up. Otherwise, it compact and overload good purchase.",
,Patrick,5.0 out of 5 stars,5.0 out of 5 stars,"Reviewed in the United States on August 28, 2023",,Great value for the price given its features and performance.,
,Jkwell,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on August 28, 2020",,The digital interface is intuitive and a pleasure to use.,
,Amazon Customer,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2018",,Took only minutes to fill all four tires back to factory standard.,
,cg,4.0 out of 5 stars, 4.0 out of 5 stars,"Reviewed in the United States on August 28, 2021",,"Life saver! It airs up my tires so fast! The battery life is impressive! I used it 8 times before I had to recharge it so it wasn’t a one and done! It’s super functional as we’ve used it to blow up pool floats, car tires, footballs! It’s an amazing price too! The size is perfect for your glove box without taking up all the room!",
,Kyle Blanco,5.0 out of 5 stars,"5.0 out of 5 stars
  Very happy 3 weeks in.","Reviewed in the United States on March 12, 2025",No,"Life saver! It airs up my tires so fast! The battery life is impressive! I used it 8 times before I had to recharge it so it wasn’t a one and done! It’s super functional as we’ve used it to blow up pool floats, car tires, footballs! It’s an amazing price too! The size is perfect for your glove box without taking up all the room!",5 people found this helpful
,Ronald,4.0 out of 5 stars, 4.0 out of 5 stars,"Reviewed in the United States on September 11, 2021",,Very good inflator. The only issue I have with it is it is a bit noisy. But it works very well.,
,Theresa N Riley,5.0 out of 5 stars,"5.0 out of 5 stars
  Awesome and a Must for Your Glove Box","Reviewed in the United States on March 12, 2025",No,"You have to use charge this inflator with a USB and a computer will not charge by wall charger
 Update after making this post Sonia reached out to me and after a little back and forth and trying different things the company made things right and sent me another inflator and am happy with it thanks again Sonia",5 people found this helpful
,Shirley,5.0 out of 5 stars,"5.0 out of 5 stars
  Great buy","Reviewed in the United States on September 28, 2024",,The unit is intuitive; I didn't even need to read the manual.,
,Karen Burke,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2017",,"I was able to balance 8 tires on a single charge and added at least 20 lbs to one of them, so easy that I'm going to order 2 more,",
,Scott Gresko,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2021",,"Much quieter than my previous, larger air compressor.",
,wngs,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2020",,The inflation noise is present but not disruptive.,
,Matthew,4.0 out of 5 stars,"4.0 out of 5 stars
  Great product!","Reviewed in the United States on September 28, 2025",No,I’ve used this on all of my vehicles to inflate the tires and check for consistent pressures. Works with easy and is reliable. Good inflation rate and battery holds a good charge. Comforting to have in case of emergencies on the road. Good value for the money.,4 people found this helpful
,Anna,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on May 5, 2020",,"This small compressor is very impressive. It inflated 2 completely flat 235/45-17"" tires and still had 3/4+ battery capacity. I think it can inflate a few completely flat, larger truck tires on a single charge. Easy to use, with connections at either end bring precise (no air leakage).",
,VVT,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on May 5, 2018",,The quick inflation speed surprised me considering it's battery-powered.,
,Ethan,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2019",,"It’s a neat, self-contained unit with everything I need.",
,Timothy,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2018",,"I recently got the MODARI Portable Tire Inflator (AP007), and I’m seriously impressed! It’s lightweight and compact, so it’s easy to carry in the car or keep at home without taking up much space. The 160 PSI power is more than enough to inflate car tires, bike tires, and even sports equipment quickly and efficiently.
 

 The digital display is super clear and easy to read, and I love that it shows the pressure in real-time. It also has different modes for various types of inflation, which makes it very user-friendly. The build quality feels solid, and it charges pretty fast too.
 

 It’s been a lifesaver for me more than once already. I definitely recommend it for anyone who wants a reliable, portable air pump for emergencies or everyday use!",
,Rebecca,5.0 out of 5 stars,,,,Excellent product and exceptional support. A great product and company staff to support me.,
,MGS,4.0 out of 5 stars, 4.0 out of 5 stars,"Reviewed in the United States on September 28, 2019",,I finally have control over my exact tire pressure at home.,
,This item arrived and the refills were all broken into small pieces. That’s not going to work very well.,1.0 out of 5 stars,"1.0 out of 5 stars
  Terrible quality","Reviewed in the United States on February 20, 2022",,Cheap plastic construction. Broke within days of normal use. Customer service was no help either.,
,Kal-El,4.0 out of 5 stars, 4.0 out of 5 stars,"Reviewed in the United States on May 5, 2021",,"I'm here to give an honest detailed review. The Airmoto did what it was supposed to do. I had 3 tires low on air. My TPMS light was lit on my dashboard, and my display showed 3 tires low on air. (2021 Hyundai Sonata SE). My required psi is recommended to be 34. I started the Airmoto from a full charge. My lowest tire showed it had 16 psi in it on my device. I aired that tire completely to 34 psi. The battery light turned from green to orange. I air a 2nd tire from 24 psi to 34, and then a 3rd tire from 26 psi to 34 before the battery light began to flash red. The device ran out of battery life right after airing my 3rd tire. That is impressive considering the lowest psi started from 16. This device appears to be able to inflate a fully deflated tire to almost full before its battery goes medium. It will perform optimally if all 4 tires are only slightly low on air. I'm impressed with the Airmoto. I would highly recommend this product.",
,Kim,4.0 out of 5 stars,"4.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on February 20, 2024",,"I have been looking for another air inflator to take along with me when I go riding or side by siding, so I looked in to getting this one. The functionality of this air compressor is amazing! The size, speed of inflating tires, and heat level is great. I have no complaints! I love the compact size so you can literally carry it in your backpack, the luggage dept on motorcycles, or in the trunk of your vehicles. The design is very sleek and all the components are very nice as well. Using this in rainy weather has not deterred it either, it is very durable in all types of weather.",
,jimmy,2.0 out of 5 stars,"2.0 out of 5 stars
  Not what I expected","Reviewed in the United States on March 12, 2022",,"For the price, I expected better performance. It struggles with larger tires and gets very hot. The accessories are cheap feeling.",
,Gregory,5.0 out of 5 stars,,,,"A lil slower than expected, but able to completely air up a tire on a Yukon in one charge.",
